timestamp,event type,instance_id,machine_id,n_cpu,normalized_mem,normalized_disk_space,cpu_id
0,Create,9154,910,4,0.042409339,0.034085122,40|41|42|43
0,Create,9155,933,4,0.042409339,0.034085122,24|25|26|27
0,Create,9156,49,8,0.084818678,0.085212805,16|17|18|19|20|21|22|23
0,Create,9157,920,4,0.042409339,0.034085122,24|25|26|27
0,Create,9158,755,8,0.084818678,0.056808536,0|1|2|3|4|5|6|7
0,Create,9159,1018,8,0.084818678,0.085212805,20|21|22|23|24|25|26|27
0,Create,9160,1263,8,0.169637357,0.056808536,16|17|18|19|20|21|22|23
0,Create,916,1027,4,0.042409339,0.034085122,44|45|46|47
0,Create,9161,179,4,0.042409339,0.034085122,0|1|2|3
0,Create,9162,211,8,0.084818678,0.068170244,0|1|2|3|4|5|6|7
0,Create,9164,603,4,0.042409339,0.034085122,24|25|26|27
0,Create,9165,959,8,0.084818678,0.085212805,32|33|34|35|36|37|38|39
0,Create,9166,637,4,0.042409339,0.034085122,52|53|54|55
0,Create,9167,176,16,0.169637357,0.113617073,12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27
0,Create,9168,60,8,0.169637357,0.056808536,32|33|34|35|36|37|38|39
0,Create,9169,310,4,0.042409339,0.034085122,40|41|42|43
0,Create,9170,155,4,0.042409339,0.034085122,48|49|50|51
0,Create,9171,1309,8,0.084818678,0.056808536,24|25|26|27|28|29|30|31
0,Create,9172,673,4,0.042409339,0.034085122,32|33|34|35
0,Create,9173,1309,4,0.042409339,0.034085122,52|53|54|55
0,Create,9174,968,4,0.042409339,0.034085122,20|21|22|23
0,Create,9175,284,8,0.084818678,0.056808536,16|17|18|19|20|21|22|23
0,Create,9176,1092,4,0.042409339,0.034085122,56|57|58|59
0,Create,9177,751,4,0.042409339,0.034085122,16|17|18|19
0,Create,9178,261,4,0.042409339,0.034085122,4|5|6|7
0,Create,9179,1262,8,0.169637357,0.056808536,16|17|18|19|20|21|22|23
0,Create,917,969,8,0.169637357,0.056808536,0|1|2|3|4|5|6|7
0,Create,9180,911,8,0.084818678,0.085212805,16|17|18|19|20|21|22|23
0,Create,9181,836,8,0.084818678,0.056808536,32|33|34|35|36|37|38|39
0,Create,9182,1113,4,0.042409339,0.034085122,12|13|14|15
0,Create,9183,1167,4,0.042409339,0.034085122,40|41|42|43
0,Create,9184,52,4,0.042409339,0.034085122,40|41|42|43
0,Create,9185,963,8,0.169637357,0.056808536,8|9|10|11|12|13|14|15
0,Create,9186,729,4,0.042409339,0.034085122,48|49|50|51
0,Create,9187,332,4,0.042409339,0.034085122,0|1|2|3
0,Create,9188,127,8,0.084818678,0.045446829,8|9|10|11|12|13|14|15
0,Create,9189,171,8,0.084818678,0.085212805,16|17|18|19|20|21|22|23
0,Create,9190,671,8,0.169637357,0.056808536,0|1|2|3|4|5|6|7
0,Create,9191,337,4,0.042409339,0.034085122,0|1|2|3
0,Create,9192,1248,8,0.084818678,0.056808536,28|29|30|31|32|33|34|35
0,Create,9193,961,8,0.084818678,0.068170244,24|25|26|27|28|29|30|31
0,Create,9194,128,4,0.042409339,0.034085122,40|41|42|43
0,Create,9195,619,4,0.042409339,0.034085122,44|45|46|47
0,Create,9197,1092,4,0.042409339,0.034085122,40|41|42|43
0,Create,9198,864,4,0.042409339,0.034085122,12|13|14|15
0,Create,919,949,16,0.254456035,0.113617073,44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
0,Create,9199,911,4,0.042409339,0.034085122,40|41|42|43
0,Create,9200,314,8,0.084818678,0.085212805,8|9|10|11|12|13|14|15
0,Create,9201,831,8,0.084818678,0.056808536,8|9|10|11|12|13|14|15
0,Create,9202,63,8,0.084818678,0.056808536,0|1|2|3|4|5|6|7
0,Create,9203,215,8,0.169637357,0.056808536,8|9|10|11|12|13|14|15
0,Create,9204,1290,8,0.084818678,0.056808536,32|33|34|35|36|37|38|39
0,Create,9205,784,4,0.042409339,0.034085122,24|25|26|27
0,Create,9206,256,4,0.042409339,0.034085122,8|9|10|11
0,Create,920,711,4,0.042409339,0.034085122,0|1|2|3
0,Create,9207,336,8,0.084818678,0.056808536,24|25|26|27|28|29|30|31
0,Create,9208,691,4,0.042409339,0.034085122,60|61|62|63
0,Create,9209,41,16,0.318070044,0.113617073,44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
0,Create,9210,599,4,0.042409339,0.034085122,28|29|30|31
0,Create,9211,48,8,0.084818678,0.056808536,32|33|34|35|36|37|38|39
0,Create,921,178,8,0.084818678,0.113617073,16|17|18|19|20|21|22|23
0,Create,92,1268,16,0.169637357,0.113617073,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15
0,Create,9212,80,4,0.042409339,0.034085122,0|1|2|3
0,Create,9213,1254,4,0.042409339,0.034085122,44|45|46|47
0,Create,9214,1235,4,0.042409339,0.034085122,0|1|2|3
0,Create,9215,224,8,0.084818678,0.068170244,0|1|2|3|4|5|6|7
0,Create,9216,1021,8,0.169637357,0.056808536,8|9|10|11|12|13|14|15
0,Create,9217,1156,4,0.042409339,0.034085122,52|53|54|55
0,Create,9218,644,8,0.084818678,0.085212805,24|25|26|27|28|29|30|31
0,Create,9219,128,8,0.169637357,0.056808536,24|25|26|27|28|29|30|31
0,Create,9220,908,8,0.084818678,0.056808536,0|1|2|3|4|5|6|7
0,Create,9221,712,4,0.042409339,0.034085122,20|21|22|23
0,Create,9223,819,4,0.042409339,0.034085122,48|49|50|51
0,Create,9224,592,8,0.084818678,0.056808536,32|33|34|35|36|37|38|39
0,Create,9225,154,4,0.042409339,0.034085122,52|53|54|55
0,Create,9226,832,8,0.084818678,0.056808536,0|1|2|3|4|5|6|7
0,Create,9227,1293,4,0.042409339,0.056808536,56|57|58|59
0,Create,922,854,4,0.042409339,0.034085122,40|41|42|43
0,Create,9228,970,4,0.042409339,0.034085122,48|49|50|51
0,Create,9229,613,4,0.042409339,0.034085122,48|49|50|51
0,Create,9230,724,4,0.042409339,0.034085122,16|17|18|19
0,Create,9231,685,4,0.042409339,0.034085122,36|37|38|39
0,Create,923,178,4,0.042409339,0.034085122,4|5|6|7
0,Create,9233,1092,4,0.042409339,0.034085122,44|45|46|47
0,Create,9234,63,4,0.042409339,0.034085122,44|45|46|47
0,Create,9235,241,4,0.042409339,0.034085122,28|29|30|31
0,Create,9236,1146,8,0.084818678,0.056808536,56|57|58|59|60|61|62|63
0,Create,9238,1090,4,0.042409339,0.034085122,48|49|50|51
0,Create,9239,673,4,0.042409339,0.034085122,44|45|46|47
0,Create,9240,873,4,0.042409339,0.034085122,8|9|10|11
0,Create,924,1220,4,0.042409339,0.034085122,0|1|2|3
0,Create,9241,412,4,0.042409339,0.034085122,36|37|38|39
0,Create,9242,411,4,0.042409339,0.034085122,52|53|54|55
0,Create,9243,229,8,0.084818678,0.056808536,24|25|26|27|28|29|30|31
